"Town","FIPS","Year","Address 1","Address 2","Address 3","City","Zip","Telephone"
"Salisbury","0900566420",2002,"","27 Main Street","","Salisbury","06068","(860) 435-5170"
"Salisbury","0900566420",2006,"","27 Main Street","","Salisbury","06068","(860) 435-5170"
"Salisbury","0900566420",2011,"","27 Main Street","","Salisbury","06068","(860) 435-5170"
"Scotland","0901567400",1996,"","P.O. Box 122","","Scotland","06264","(860) 423-9634"
"Scotland","0901567400",1999,"","P.O. Box 122","","Scotland","06264","(860) 423-9634"
"Scotland","0901567400",2002,"","P.O. Box 122","","Scotland","06264","(860) 423-9634"
"Scotland","0901567400",2006,"","P.O. Box 122","","Scotland","06264","(860) 423-9634"
"Scotland","0901567400",2011,"","P.O. Box 122","","Scotland","06264","(860) 423-9634"
"Seymour","0900967610",1996,"Town Hall","1 First Street","","Seymour","06483","(203) 888-2511"
"Seymour","0900967610",1999,"Town Hall","1 First Street","","Seymour","06483","(203) 888-2511"
"Seymour","0900967610",2002,"Town Hall","1 First Street","","Seymour","06483","(203) 888-2511"
"Seymour","0900967610",2006,"Town Hall","1 First Street","","Seymour","06483","(203) 888-2511"
"Seymour","0900967610",2011,"Town Hall","1 First Street","","Seymour","06483","(203) 888-2511"
"Sharon","0900567960",1996,"","63 Main Street","","Sharon","06069","(860) 364-5789"
"Sharon","0900567960",1999,"","63 Main Street","","Sharon","06069","(860) 364-5789"
"Sharon","0900567960",2002,"","63 Main Street","","Sharon","06069","(860) 364-5789"
"Sharon","0900567960",2006,"","63 Main Street","","Sharon","06069","(860) 364-5789"
"Sharon","0900567960",2011,"","63 Main Street","","Sharon","06069","(860) 364-5789"
"Shelton","0900168170",1996,"City Hall","54 Hill Street","","Shelton","06484","(203) 924-1555"
"Shelton","0900168170",1999,"City Hall","54 Hill Street","","Shelton","06484","(203) 924-1555 "
"Shelton","0900168170",2002,"City Hall","54 Hill Street","","Shelton","06484","(203) 924-1555 "
"Shelton","0900168170",2006,"City Hall","54 Hill Street","","Shelton","06484","(203) 924-1555 "
"Shelton","0900168170",2011,"City Hall","54 Hill Street","","Shelton","06484","(203) 924-1555 "
"Sherman","0900168310",1996,"","P.O. Box 39","","Sherman","06784","(860) 355-1139"
"Sherman","0900168310",1999,"","P.O. Box 39","","Sherman","06784","(860) 355-1139"
"Sherman","0900168310",2002,"","P.O. Box 39","","Sherman","06784","(860) 355-1139"
"Sherman","0900168310",2006,"","P.O. Box 39","","Sherman","06784","(860) 355-1139"
"Sherman","0900168310",2011,"","P.O. Box 39","","Sherman","06784","(860) 355-1139"
"Simsbury","0900368940",1996,"","P.O. Box 495","","Simsbury","06070","(860) 658-3230"
"Simsbury","0900368940",1999,"","P.O. Box 495","","Simsbury","06070","(860) 658-3230"
"Simsbury","0900368940",2002,"","P.O. Box 495","","Simsbury","06070","(860) 658-3230"
"Simsbury","0900368940",2006,"","P.O. Box 495","","Simsbury","06070","(860) 658-3230"
"Simsbury","0900368940",2011,"","P.O. Box 495","","Simsbury","06070","(860) 658-3230"
"Somers","0901369220",1996,"","P.O. Box 308","","Somers","06071","(860) 763-8200"
"Somers","0901369220",1999,"","P.O. Box 308","","Somers","06071","(860) 763-8200"
"Somers","0901369220",2002,"","P.O. Box 308","","Somers","06071","(860) 763-8200"
"Somers","0901369220",2006,"","P.O. Box 308","","Somers","06071","(860) 763-8200"
"Somers","0901369220",2011,"","P.O. Box 308","","Somers","06071","(860) 763-8200"
"South Windsor","0900371390",1996,"","1540 Sullivan Avenue","","South Windsor","06074","(860) 644-2511"
"South Windsor","0900371390",1999,"","1540 Sullivan Avenue","","South Windsor","06074","(860) 644-2511"
"South Windsor","0900371390",2002,"","1540 Sullivan Avenue","","South Windsor","06074","(860) 644-2511"
"South Windsor","0900371390",2006,"","1540 Sullivan Avenue","","South Windsor","06074","(860) 644-2511"
"South Windsor","0900371390",2011,"","1540 Sullivan Avenue","","South Windsor","06074","(860) 644-2511"
"Southbury","0900969640",1996,"","501 Main Street South","","Southbury","06488","(203) 262-0647"
"Southbury","0900969640",1999,"","501 Main Street South","","Southbury","06488","(203) 262-0647"
"Southbury","0900969640",2002,"","501 Main Street South","","Southbury","06488","(203) 262-0647"
"Southbury","0900969640",2006,"","501 Main Street South","","Southbury","06488","(203) 262-0647"
"Southbury","0900969640",2011,"","501 Main Street South","","Southbury","06488","(203) 262-0647"
"Southington","0900370550",1996,"","75 Main Street","","Southington","06489","(860) 276-6200"
"Southington","0900370550",1999,"","75 Main Street","","Southington","06489","(860) 276-6200"
"Southington","0900370550",2002,"","75 Main Street","","Southington","06489","(860) 276-6200"
"Southington","0900370550",2006,"","75 Main Street","","Southington","06489","(860) 276-6200"
"Southington","0900370550",2011,"","75 Main Street","","Southington","06489","(860) 276-6200"
"Sprague","0901171670",1996,"","P.O. Box 677","","Baltic","06330","(860) 822-3000"
"Sprague","0901171670",1999,"","P.O. Box 677","","Baltic","06330","(860) 822-3000"
"Sprague","0901171670",2002,"","P.O. Box 677","","Baltic","06330","(860) 822-3000"
"Sprague","0901171670",2006,"","P.O. Box 677","","Baltic","06330","(860) 822-3000"
"Sprague","0901171670",2011,"","P.O. Box 677","","Baltic","06330","(860) 822-3000"
"Stafford","0901372090",1996,"","1 Main Street","","Stafford Springs","06076","(860) 684-2130"
"Stafford","0901372090",1999,"","1 Main Street","","Stafford Springs","06076","(860) 684-2130"
"Stafford","0901372090",2002,"","1 Main Street","","Stafford Springs","06076","(860) 684-2130"
"Stafford","0901372090",2006,"","1 Main Street","","Stafford Springs","06076","(860) 684-2130"
"Stafford","0901372090",2011,"","1 Main Street","","Stafford Springs","06076","(860) 684-2130"
"Stamford","0900173070",1996,"","P.O. Box 10152","","Stamford","06904","(203) 977-4150"
"Stamford","0900173070",1999,"","P.O. Box 10152","","Stamford","06904","(203) 977-4150"
"Stamford","0900173070",2002,"","P.O. Box 10152","","Stamford","06904","(203) 977-4150"
"Stamford","0900173070",2006,"","P.O. Box 10152","","Stamford","06904","(203) 977-4150"
"Stamford","0900173070",2011,"","P.O. Box 10152","","Stamford","06904","(203) 977-4150"
"Sterling","0901573420",1996,"","P.O. Box 157","","Oneco","06373","(860) 564-2904"
"Sterling","0901573420",1999,"","P.O. Box 157","","Oneco","06373","(860) 564-2904"
"Sterling","0901573420",2002,"","P.O. Box 157","","Oneco","06373","(860) 564-2904"
"Sterling","0901573420",2006,"","P.O. Box 157","","Oneco","06373","(860) 564-2904"
"Sterling","0901573420",2011,"","P.O. Box 157","","Oneco","06373","(860) 564-2904"
"Stonington","0901173770",1996,"","P.O. Box 352","","Stonington","06378","(860) 535-5050"
"Stonington","0901173770",1999,"","P.O. Box 352","","Stonington","06378","(860) 535-5050"
"Stonington","0901173770",2002,"","P.O. Box 352","","Stonington","06378","(860) 535-5050"
"Stonington","0901173770",2006,"","P.O. Box 352","","Stonington","06378","(860) 535-5050"
"Stonington","0901173770",2011,"","P.O. Box 352","","Stonington","06378","(860) 535-5050"
"Stratford","0900174190",1996,"Town Hall","2725 Main Street","","Stratford","06497","(203) 385-4001"
"Stratford","0900174190",1999,"Town Hall","2725 Main Street","","Stratford","06615","(203) 385-4001"
"Stratford","0900174190",2002,"Town Hall","2725 Main Street","","Stratford","06615","(203) 385-4001"
"Stratford","0900174190",2006,"Town Hall","2725 Main Street","","Stratford","06615","(203) 385-4001"
"Stratford","0900174190",2011,"Town Hall","2725 Main Street","","Stratford","06615","(203) 385-4001"
"Suffield","0900374540",1996,"","83 Mountain Road","","Suffield","06078","(860) 668-3838"
"Suffield","0900374540",1999,"","83 Mountain Road","","Suffield","06078","(860) 668-3838"
"Suffield","0900374540",2002,"","83 Mountain Road","","Suffield","06078","(860) 668-3838"
"Suffield","0900374540",2006,"","83 Mountain Road","","Suffield","06078","(860) 668-3838"
"Suffield","0900374540",2011,"","83 Mountain Road","","Suffield","06078","(860) 668-3838"
"Thomaston","0900575730",1996,"","158 Main Street","","Thomaston","06787","(860) 283-4421"
"Thomaston","0900575730",1999,"","158 Main Street","","Thomaston","06787","(860) 283-4421"
"Thomaston","0900575730",2002,"","158 Main Street","","Thomaston","06787","(860) 283-4421"
"Thomaston","0900575730",2006,"","158 Main Street","","Thomaston","06787","(860) 283-4421"
"Thomaston","0900575730",2011,"","158 Main Street","","Thomaston","06787","(860) 283-4421"
"Thompson","0901575870",1996,"","P.O. Box 899","","North Grosvenordale","06255","(860) 923-9561"
"Thompson","0901575870",1999,"","P.O. Box 899","","North Grosvenordale","06255","(860) 923-9561"
"Thompson","0901575870",2002,"","P.O. Box 899","","North Grosvenordale","06255","(860) 923-9561"
"Thompson","0901575870",2006,"","P.O. Box 899","","North Grosvenordale","06255","(860) 923-9561"
"Thompson","0901575870",2011,"","P.O. Box 899","","North Grosvenordale","06255","(860) 923-9561"
"Tolland","0901376290",1996,"","21 Tolland Green","","Tolland","06084","(860) 871-3600"
"Tolland","0901376290",1999,"","21 Tolland Green","","Tolland","06084","(860) 871-3600"
"Tolland","0901376290",2002,"","21 Tolland Green","","Tolland","06084","(860) 871-3600"
"Tolland","0901376290",2006,"","21 Tolland Green","","Tolland","06084","(860) 871-3600"
"Tolland","0901376290",2011,"","21 Tolland Green","","Tolland","06084","(860) 871-3600"
"Torrington","0900576570",1996,"","140 Main Street","","Torrington","06790","(860) 489-2228"
"Torrington","0900576570",1999,"","140 Main Street","","Torrington","06790","(860) 489-2228"
"Torrington","0900576570",2002,"","140 Main Street","","Torrington","06790","(860) 489-2228"
"Torrington","0900576570",2006,"","140 Main Street","","Torrington","06790","(860) 489-2228"
"Torrington","0900576570",2011,"","140 Main Street","","Torrington","06790","(860) 489-2228"
"Trumbull","0900177200",1996,"Town Hall","5866 Main Street","","Trumbull","06611","(203) 452-5006"
"Trumbull","0900177200",1999,"Town Hall","5866 Main Street","","Trumbull","06611","(203) 452-5006"
"Trumbull","0900177200",2002,"Town Hall","5866 Main Street","","Trumbull","06611","(203) 452-5006"
"Trumbull","0900177200",2006,"Town Hall","5866 Main Street","","Trumbull","06611","(203) 452-5006"
"Trumbull","0900177200",2011,"Town Hall","5866 Main Street","","Trumbull","06611","(203) 452-5006"
"Union","0901377830",1996,"","1024 Buckley Highway","","Union","06076","(860) 684-3812"
"Union","0901377830",1999,"","1024 Buckley Highway","","Union","06076","(860) 684-3812"
"Union","0901377830",2002,"","1024 Buckley Highway","","Union","06076","(860) 684-3812"
"Union","0901377830",2006,"","1043 Buckley Highway","","Union","06076","(860) 684-3812"
"Union","0901377830",2011,"","1043 Buckley Highway","","Union","06076","(860) 684-3812"
"Vernon","0901378250",1996,"","14 Park Place","","Vernon","06066","(860) 872-8591 "
"Vernon","0901378250",1999,"","14 Park Place","","Vernon","06066","(860) 872-8591 "
"Vernon","0901378250",2002,"","14 Park Place","","Vernon","06066","(860) 872-8591 "
"Vernon","0901378250",2006,"","14 Park Place","","Vernon","06066","(860) 872-8591 "
"Vernon","0901378250",2011,"","14 Park Place","","Vernon","06066","(860) 872-8591 "
"Voluntown","0901178600",1996,"","P.O. Box 96","","Voluntown","06384","(860) 376-3927"
"Voluntown","0901178600",1999,"","P.O. Box 96","","Voluntown","06384","(860) 376-3927"
"Voluntown","0901178600",2002,"","P.O. Box 96","","Voluntown","06384","(860) 376-3927"
"Voluntown","0901178600",2006,"","P.O. Box 96","","Voluntown","06384","(860) 376-3927"
"Voluntown","0901178600",2011,"","P.O. Box 96","","Voluntown","06384","(860) 376-3927"
"Wallingford","0900978740",1996,"Town Hall","45 South Main Street","","Wallingford","06492","(203) 294-2070"
"Wallingford","0900978740",1999,"Town Hall","45 South Main Street","","Wallingford","06492","(203) 294-2070"
"Wallingford","0900978740",2002,"Town Hall","45 South Main Street","","Wallingford","06492","(203) 294-2070"
"Wallingford","0900978740",2006,"Town Hall","45 South Main Street","","Wallingford","06492","(203) 294-2070"
"Wallingford","0900978740",2011,"Town Hall","45 South Main Street","","Wallingford","06492","(203) 294-2070"
"Warren","0900579510",1996,"","7 Sackett Hill Road","","Warren","06754","(860) 868-0090"
"Warren","0900579510",1999,"","7 Sackett Hill Road","","Warren","06754","(860) 868-0090"
"Warren","0900579510",2002,"","7 Sackett Hill Road","","Warren","06754","(860) 868-0090"
"Warren","0900579510",2006,"","7 Sackett Hill Road","","Warren","06754","(860) 868-0090"
"Warren","0900579510",2011,"","7 Sackett Hill Road","","Warren","06754","(860) 868-0090"
"Washington","0900579720",1996,"","P.O. Box 383","","Washington Depot","06794","(860) 868-2259"
"Washington","0900579720",1999,"","P.O. Box 383","","Washington Depot","06794","(860) 868-2259"
"Washington","0900579720",2002,"","P.O. Box 383","","Washington Depot","06794","(860) 868-2259"
"Washington","0900579720",2006,"","P.O. Box 383","","Washington Depot","06794","(860) 868-2259"
"Washington","0900579720",2011,"","P.O. Box 383","","Washington Depot","06794","(860) 868-2259"
"Waterbury","0900980070",1996,"","235 & 236 Grand Street","","Waterbury","06702","(203) 574-6716"
"Waterbury","0900980070",1999,"","235 & 236 Grand Street","","Waterbury","06702","(203) 574-6716"
"Waterbury","0900980070",2002,"","235 & 236 Grand Street","","Waterbury","06702","(203) 574-6716"
"Waterbury","0900980070",2006,"","235 & 236 Grand Street","","Waterbury","06702","(203) 574-6716"
"Waterbury","0900980070",2011,"","235 & 236 Grand Street","","Waterbury","06702","(203) 574-6716"
"Waterford","0901180280",1996,"","15 Rope Ferry Road","","Waterford","06385","(860) 444-5834"
"Waterford","0901180280",1999,"","15 Rope Ferry Road","","Waterford","06385","(860) 444-5834"
"Waterford","0901180280",2002,"","15 Rope Ferry Road","","Waterford","06385","(860) 444-5834"
"Waterford","0901180280",2006,"","15 Rope Ferry Road","","Waterford","06385","(860) 444-5834"
"Waterford","0901180280",2011,"","15 Rope Ferry Road","","Waterford","06385","(860) 444-5834"
"Watertown","0900580490",1996,"","37 DeForest Street","","Watertown","06795","(860) 945-5255"
"Watertown","0900580490",1999,"","37 DeForest Street","","Watertown","06795","(860) 945-5255"
"Watertown","0900580490",2002,"","37 DeForest Street","","Watertown","06795","(860) 945-5255"
"Watertown","0900580490",2006,"","37 DeForest Street","","Watertown","06795","(860) 945-5255"
"Watertown","0900580490",2011,"","37 DeForest Street","","Watertown","06795","(860) 945-5255"
"West Hartford","0900382590",1996,"","50 South Main Street","","West Hartford","06107","(860) 523-3142"
"West Hartford","0900382590",1999,"","50 South Main Street","","West Hartford","06107","(860) 523-3142"
"West Hartford","0900382590",2002,"","50 South Main Street","","West Hartford","06107","(860) 523-3142"
"West Hartford","0900382590",2006,"","50 South Main Street","","West Hartford","06107","(860) 523-3142"
"West Hartford","0900382590",2011,"","50 South Main Street","","West Hartford","06107","(860) 561-7500"
"West Haven","0900982870",1996,"City Hall","355 Main Street","","West Haven","06516","(203) 937-3510"
"West Haven","0900982870",1999,"City Hall","355 Main Street","","West Haven","06516","(203) 937-3510"
"West Haven","0900982870",2002,"City Hall","355 Main Street","","West Haven","06516","(203) 937-3510"
"West Haven","0900982870",2006,"City Hall","355 Main Street","","West Haven","06516","(203) 937-3510"
"West Haven","0900982870",2011,"City Hall","355 Main Street","","West Haven","06516","(203) 937-3510"
"Westbrook","0900781680",1996,"","P.O. Box G","","Westbrook","06498","(860) 399-3040"
"Westbrook","0900781680",1999,"","P.O. Box G","","Westbrook","06498","(860) 399-3040"
"Westbrook","0900781680",2002,"","P.O. Box G","","Westbrook","06498","(860) 399-3040"
"Westbrook","0900781680",2006,"","P.O. Box G","","Westbrook","06498","(860) 399-3040"
"Westbrook","0900781680",2011,"","P.O. Box G","","Westbrook","06498","(860) 399-3040"
"Weston","0900183430",1996,"","P.O. Box 1007","","Weston","06883","(203) 222-2656"
"Weston","0900183430",1999,"","P.O. Box 1007","","Weston","06883","(203) 222-2656"
"Weston","0900183430",2002,"","P.O. Box 1007","","Weston","06883","(203) 222-2656"
"Weston","0900183430",2006,"","P.O. Box 1007","","Weston","06883","(203) 222-2656"
"Weston","0900183430",2011,"","P.O. Box 1007","","Weston","06883","(203) 222-2656"
"Westport","0900183500",1996,"","110 Myrtle Avenue","","Westport","06880","(203) 341-1111"
"Westport","0900183500",1999,"","110 Myrtle Avenue","","Westport","06880","(203) 341-1111"
"Westport","0900183500",2002,"","110 Myrtle Avenue","","Westport","06880","(203) 341-1111"
"Westport","0900183500",2006,"","110 Myrtle Avenue","","Westport","06880","(203) 341-1111"
"Westport","0900183500",2011,"","110 Myrtle Avenue","","Westport","06880","(203) 341-1111"
"Wethersfield","0900384900",1996,"","505 Silas Deane Highway","","Wethersfield","06109","(860) 721-2801"
"Wethersfield","0900384900",1999,"","505 Silas Deane Highway","","Wethersfield","06109","(860) 721-2801"
"Wethersfield","0900384900",2002,"","505 Silas Deane Highway","","Wethersfield","06109","(860) 721-2801"
"Wethersfield","0900384900",2006,"","505 Silas Deane Highway","","Wethersfield","06109","(860) 721-2801"
"Wethersfield","0900384900",2011,"","505 Silas Deane Highway","","Wethersfield","06109","(860) 721-2801"
"Willington","0901385950",1996,"","40 Old Farms Road","","Willington","06279","(860) 429-5649"
"Willington","0901385950",1999,"","40 Old Farms Road","","Willington","06279","(860) 429-5649"
"Willington","0901385950",2002,"","40 Old Farms Road","","Willington","06279","(860) 429-5649"
"Willington","0901385950",2006,"","40 Old Farms Road","","Willington","06279","(860) 429-5649"
"Willington","0901385950",2011,"","40 Old Farms Road","","Willington","06279","(860) 429-5649"
"Wilton","0900186370",1996,"","238 Danbury Road","","Wilton","06897","(203) 834-9200"
"Wilton","0900186370",1999,"","238 Danbury Road","","Wilton","06897","(203) 834-9200"
"Wilton","0900186370",2002,"","238 Danbury Road","","Wilton","06897","(203) 834-9200"
"Wilton","0900186370",2006,"","238 Danbury Road","","Wilton","06897","(203) 834-9200"
"Wilton","0900186370",2011,"","238 Danbury Road","","Wilton","06897","(203) 834-9200"
"Winchester","0900586440",1996,"","338 Main Street","","Winchester","06098","(860) 738-6962"
"Winchester","0900586440",1999,"","338 Main Street","","Winchester","06098","(860) 738-6962"
"Winchester","0900586440",2002,"","338 Main Street","","Winchester","06098","(860) 738-6962"
"Winchester","0900586440",2006,"","338 Main Street","","Winchester","06098","(860) 738-6962"
"Winchester","0900586440",2011,"","338 Main Street","","Winchester","06098","(860) 738-6962"
"Windham","0901586790",1996,"","979 Main Street","","Willimantic","06226","(860) 465-3006"
"Windham","0901586790",1999,"","979 Main Street","","Willimantic","06226","(860) 465-3006"
"Windham","0901586790",2002,"","979 Main Street","","Willimantic","06226","(860) 465-3006"
"Windham","0901586790",2006,"","979 Main Street","","Willimantic","06226","(860) 465-3006"
"Windham","0901586790",2011,"","979 Main Street","","Willimantic","06226","(860) 465-3006"
"Windsor","0900387000",1996,"","275 Broad Street","","Windsor","06095","(860) 285-1800"
"Windsor","0900387000",1999,"","275 Broad Street","","Windsor","06095","(860) 285-1800"
"Windsor","0900387000",2002,"","275 Broad Street","","Windsor","06095","(860) 285-1800"
"Windsor","0900387000",2006,"","275 Broad Street","","Windsor","06095","(860) 285-1800"
"Windsor","0900387000",2011,"","275 Broad Street","","Windsor","06095","(860) 285-1800"
"Windsor Locks","0900387070",1996,"","50 Church Street","","Windsor Locks","06096","(860) 627-1444"
"Windsor Locks","0900387070",1999,"","50 Church Street","","Windsor Locks","06096","(860) 627-1444"
"Windsor Locks","0900387070",2002,"","50 Church Street","","Windsor Locks","06096","(860) 627-1444"
"Windsor Locks","0900387070",2006,"","50 Church Street","","Windsor Locks","06096","(860) 627-1444"
"Windsor Locks","0900387070",2011,"","50 Church Street","","Windsor Locks","06096","(860) 627-1444"
"Wolcott","0900987560",1996,"","10 Kenea Avenue","","Wolcott","06716","(203) 879-8100"
"Wolcott","0900987560",1999,"","10 Kenea Avenue","","Wolcott","06716","(203) 879-8100"
"Wolcott","0900987560",2002,"","10 Kenea Avenue","","Wolcott","06716","(203) 879-8100"
"Wolcott","0900987560",2006,"","10 Kenea Avenue","","Wolcott","06716","(203) 879-8100"
"Wolcott","0900987560",2011,"","10 Kenea Avenue","","Wolcott","06716","(203) 879-8100"
"Woodbridge","0900987700",1996,"Town Hall","11 Meetinghouse Lane","","Woodbridge","06525","(203) 389-3400"
"Woodbridge","0900987700",1999,"Town Hall","11 Meetinghouse Lane","","Woodbridge","06525","(203) 389-3401"
"Woodbridge","0900987700",2002,"Town Hall","11 Meetinghouse Lane","","Woodbridge","06525","(203) 389-3401"
"Woodbridge","0900987700",2006,"Town Hall","11 Meetinghouse Lane","","Woodbridge","06525","(203) 389-3401"
"Woodbridge","0900987700",2011,"Town Hall","11 Meetinghouse Lane","","Woodbridge","06525","(203) 389-3401"
"Woodbury","0900587910",1996,"","P.O. Box 369","","Woodbury","06798","(203) 263-2141"
"Woodbury","0900587910",1999,"","P.O. Box 369","","Woodbury","06798","(203) 263-2141"
"Woodbury","0900587910",2002,"","P.O. Box 369","","Woodbury","06798","(203) 263-2141"
"Woodbury","0900587910",2006,"","P.O. Box 369","","Woodbury","06798","(203) 263-2141"
"Woodbury","0900587910",2011,"","P.O. Box 369","","Woodbury","06798","(203) 263-2141"
"Woodstock","0901588190",1996,"","415 Route 169","","Woodstock","06281","(860) 928-0208"
"Woodstock","0901588190",1999,"","415 Route 169","","Woodstock","06281","(860) 928-0208"
"Woodstock","0901588190",2002,"","415 Route 169","","Woodstock","06281","(860) 928-0208"
"Woodstock","0901588190",2006,"","415 Route 169","","Woodstock","06281","(860) 928-0208"
"Woodstock","0901588190",2011,"","415 Route 169","","Woodstock","06281","(860) 928-0208"
